warning_id,project,rule_id,strategy,n_snippets,tokens,snippet_ids,explanation,quality
commons-jexl#0007,commons-jexl,NP_BOOLEAN_RETURN_NULL,full,6,1068,s01;s02;s03;s04;s05;s06,"SpotBugs rule NP_BOOLEAN_RETURN_NULL reports that org.apache.commons.jexl3.internal.operator.booleanduckcall(string, object, object) has boolean return type and returns explicit null. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/jexl3/internal/Operator.java:190. Across all 6 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.875
commons-jexl#0007,commons-jexl,NP_BOOLEAN_RETURN_NULL,selected,3,138,s01;s02;s05,"SpotBugs rule NP_BOOLEAN_RETURN_NULL reports that org.apache.commons.jexl3.internal.operator.booleanduckcall(string, object, object) has boolean return type and returns explicit null. This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s05]) at org/apache/commons/jexl3/internal/Operator.java:190. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.875
commons-jexl#0010,commons-jexl,EI_EXPOSE_REP2,local_only,2,26,s01;s02,"SpotBugs rule EI_EXPOSE_REP2 reports that new org.apache.commons.jexl3.internal.templateengine(engine, boolean, int, char, char) may expose internal representation by storing an externally mutable object into templateengine.jexl. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/jexl3/internal/TemplateEngine.java:890. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.25
commons-jexl#0010,commons-jexl,EI_EXPOSE_REP2,full,8,671,s01;s02;s03;s04;s05;s06;s07;s08,"SpotBugs rule EI_EXPOSE_REP2 reports that new org.apache.commons.jexl3.internal.templateengine(engine, boolean, int, char, char) may expose internal representation by storing an externally mutable object into templateengine.jexl. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/jexl3/internal/TemplateEngine.java:890. Across all 8 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",4.125
commons-jexl#0010,commons-jexl,EI_EXPOSE_REP2,selected,3,33,s01;s02;s07,"SpotBugs rule EI_EXPOSE_REP2 reports that new org.apache.commons.jexl3.internal.templateengine(engine, boolean, int, char, char) may expose internal representation by storing an externally mutable object into templateengine.jexl. This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s07]) at org/apache/commons/jexl3/internal/TemplateEngine.java:890. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",4.125
commons-jexl#0012,commons-jexl,SIC_INNER_SHOULD_BE_STATIC_ANON,local_only,2,130,s01;s02,"SpotBugs rule SIC_INNER_SHOULD_BE_STATIC_ANON reports that the class org.apache.commons.jexl3.internal.introspection.classmap$1 could be refactored into a named _static_ inner class. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/jexl3/internal/introspection/ClassMap.java:217. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",2.875
commons-jexl#0012,commons-jexl,SIC_INNER_SHOULD_BE_STATIC_ANON,full,7,834,s01;s02;s03;s04;s05;s07;s08,"SpotBugs rule SIC_INNER_SHOULD_BE_STATIC_ANON reports that the class org.apache.commons.jexl3.internal.introspection.classmap$1 could be refactored into a named _static_ inner class. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/jexl3/internal/introspection/ClassMap.java:217. Across all 7 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.75
commons-jexl#0012,commons-jexl,SIC_INNER_SHOULD_BE_STATIC_ANON,selected,3,142,s01;s02;s07,"SpotBugs rule SIC_INNER_SHOULD_BE_STATIC_ANON reports that the class org.apache.commons.jexl3.internal.introspection.classmap$1 could be refactored into a named _static_ inner class. This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s07]) at org/apache/commons/jexl3/internal/introspection/ClassMap.java:217. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",4
commons-jexl#0013,commons-jexl,JLM_JSR166_UTILCONCURRENT_MONITORENTER,local_only,2,56,s01;s02,"SpotBugs rule JLM_JSR166_UTILCONCURRENT_MONITORENTER reports that synchronization performed on java.util.concurrent.atomic.atomicboolean in org.apache.commons.jexl3.internal.engine.parse(jexlinfo, jexlfeatures, string, scope). This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/jexl3/internal/Engine.java:848. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.125
commons-jexl#0013,commons-jexl,JLM_JSR166_UTILCONCURRENT_MONITORENTER,full,9,838,s01;s02;s03;s04;s05;s06;s07;s09;s10,"SpotBugs rule JLM_JSR166_UTILCONCURRENT_MONITORENTER reports that synchronization performed on java.util.concurrent.atomic.atomicboolean in org.apache.commons.jexl3.internal.engine.parse(jexlinfo, jexlfeatures, string, scope). This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/jexl3/internal/Engine.java:848. Across all 9 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.875
commons-jexl#0013,commons-jexl,JLM_JSR166_UTILCONCURRENT_MONITORENTER,selected,3,70,s01;s02;s09,"SpotBugs rule JLM_JSR166_UTILCONCURRENT_MONITORENTER reports that synchronization performed on java.util.concurrent.atomic.atomicboolean in org.apache.commons.jexl3.internal.engine.parse(jexlinfo, jexlfeatures, string, scope). This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s09]) at org/apache/commons/jexl3/internal/Engine.java:848. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.5
commons-jexl#0014,commons-jexl,NP_BOOLEAN_RETURN_NULL,local_only,2,30,s01;s02,"SpotBugs rule NP_BOOLEAN_RETURN_NULL reports that org.apache.commons.jexl3.jexlarithmetic.collectioncontains(object, object) has boolean return type and returns explicit null. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/jexl3/JexlArithmetic.java:515. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.375
commons-jexl#0014,commons-jexl,NP_BOOLEAN_RETURN_NULL,full,6,265,s01;s02;s03;s04;s05;s06,"SpotBugs rule NP_BOOLEAN_RETURN_NULL reports that org.apache.commons.jexl3.jexlarithmetic.collectioncontains(object, object) has boolean return type and returns explicit null. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/jexl3/JexlArithmetic.java:515. Across all 6 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",4.125
commons-jexl#0014,commons-jexl,NP_BOOLEAN_RETURN_NULL,selected,3,163,s01;s02;s03,"SpotBugs rule NP_BOOLEAN_RETURN_NULL reports that org.apache.commons.jexl3.jexlarithmetic.collectioncontains(object, object) has boolean return type and returns explicit null. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/jexl3/JexlArithmetic.java:515. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.75
jackson-annotations#0001,jackson-annotations,NP_BOOLEAN_RETURN_NULL,local_only,2,43,s01;s02,"SpotBugs rule NP_BOOLEAN_RETURN_NULL reports that com.fasterxml.jackson.annotation.optboolean.asboolean() has boolean return type and returns explicit null. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at com/fasterxml/jackson/annotation/OptBoolean.java:40. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.125
jackson-annotations#0001,jackson-annotations,NP_BOOLEAN_RETURN_NULL,full,9,538,s01;s02;s03;s04;s05;s06;s07;s08;s09,"SpotBugs rule NP_BOOLEAN_RETURN_NULL reports that com.fasterxml.jackson.annotation.optboolean.asboolean() has boolean return type and returns explicit null. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at com/fasterxml/jackson/annotation/OptBoolean.java:40. Across all 9 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.5
jackson-annotations#0001,jackson-annotations,NP_BOOLEAN_RETURN_NULL,selected,3,50,s01;s02;s07,"SpotBugs rule NP_BOOLEAN_RETURN_NULL reports that com.fasterxml.jackson.annotation.optboolean.asboolean() has boolean return type and returns explicit null. This is consistent with the supplied callee, enclosing method, warning line ([s01], [s02], [s07]) at com/fasterxml/jackson/annotation/OptBoolean.java:40. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.875
jackson-databind#0001,jackson-databind,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,local_only,2,51,s01;s02,"SpotBugs rule THROWS_METHOD_THROWS_RUNTIMEEXCEPTION reports that method intentionally throws runtimeexception. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at tools/jackson/databind/ser/BeanPropertyWriter.java:808. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",2.75
jackson-databind#0001,jackson-databind,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,full,10,746,s01;s02;s03;s04;s05;s06;s07;s08;s09;s10,"SpotBugs rule THROWS_METHOD_THROWS_RUNTIMEEXCEPTION reports that method intentionally throws runtimeexception. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at tools/jackson/databind/ser/BeanPropertyWriter.java:808. Across all 10 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.625
jackson-databind#0001,jackson-databind,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,selected,3,68,s01;s02;s09,"SpotBugs rule THROWS_METHOD_THROWS_RUNTIMEEXCEPTION reports that method intentionally throws runtimeexception. This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s09]) at tools/jackson/databind/ser/BeanPropertyWriter.java:808. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.75
jackson-databind#0002,jackson-databind,STCAL_INVOKE_ON_STATIC_CALENDAR_INSTANCE,local_only,2,36,s01;s02,"SpotBugs rule STCAL_INVOKE_ON_STATIC_CALENDAR_INSTANCE reports that call to method of static java.util.calendar in tools.jackson.databind.util.stddateformat._getcalendar(timezone). This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at tools/jackson/databind/util/StdDateFormat.java:812. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.375
jackson-databind#0002,jackson-databind,STCAL_INVOKE_ON_STATIC_CALENDAR_INSTANCE,full,9,926,s01;s02;s03;s04;s05;s06;s07;s09;s10,"SpotBugs rule STCAL_INVOKE_ON_STATIC_CALENDAR_INSTANCE reports that call to method of static java.util.calendar in tools.jackson.databind.util.stddateformat._getcalendar(timezone). This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at tools/jackson/databind/util/StdDateFormat.java:812. Across all 9 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",4.0
jackson-databind#0002,jackson-databind,STCAL_INVOKE_ON_STATIC_CALENDAR_INSTANCE,selected,3,66,s02;s01;s09,"SpotBugs rule STCAL_INVOKE_ON_STATIC_CALENDAR_INSTANCE reports that call to method of static java.util.calendar in tools.jackson.databind.util.stddateformat._getcalendar(timezone). This is consistent with the supplied enclosing method, field or type declaration, warning line ([s02], [s01], [s09]) at tools/jackson/databind/util/StdDateFormat.java:812. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.75
jackson-databind#0003,jackson-databind,ES_COMPARING_STRINGS_WITH_EQ,local_only,2,73,s01;s02,"SpotBugs rule ES_COMPARING_STRINGS_WITH_EQ reports that comparison of string objects using == or != in tools.jackson.databind.deser.jdk.enumdeserializer._fromstring(jsonparser, deserializationcontext, string). This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at tools/jackson/databind/deser/jdk/EnumDeserializer.java:270. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3
jackson-databind#0003,jackson-databind,ES_COMPARING_STRINGS_WITH_EQ,full,10,935,s01;s02;s03;s04;s05;s06;s07;s08;s09;s10,"SpotBugs rule ES_COMPARING_STRINGS_WITH_EQ reports that comparison of string objects using == or != in tools.jackson.databind.deser.jdk.enumdeserializer._fromstring(jsonparser, deserializationcontext, string). This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at tools/jackson/databind/deser/jdk/EnumDeserializer.java:270. Across all 10 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.5
jackson-databind#0003,jackson-databind,ES_COMPARING_STRINGS_WITH_EQ,selected,3,82,s01;s02;s09,"SpotBugs rule ES_COMPARING_STRINGS_WITH_EQ reports that comparison of string objects using == or != in tools.jackson.databind.deser.jdk.enumdeserializer._fromstring(jsonparser, deserializationcontext, string). This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s09]) at tools/jackson/databind/deser/jdk/EnumDeserializer.java:270. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.75
jackson-databind#0004,jackson-databind,NP_BOOLEAN_RETURN_NULL,local_only,2,22,s01;s02,"SpotBugs rule NP_BOOLEAN_RETURN_NULL reports that tools.jackson.databind.valuedeserializer.supportsupdate(deserializationconfig) has boolean return type and returns explicit null. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at tools/jackson/databind/ValueDeserializer.java:478. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.125
jackson-databind#0004,jackson-databind,NP_BOOLEAN_RETURN_NULL,full,8,878,s01;s02;s03;s04;s05;s06;s07;s08,"SpotBugs rule NP_BOOLEAN_RETURN_NULL reports that tools.jackson.databind.valuedeserializer.supportsupdate(deserializationconfig) has boolean return type and returns explicit null. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at tools/jackson/databind/ValueDeserializer.java:478. Across all 8 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.625
jackson-databind#0004,jackson-databind,NP_BOOLEAN_RETURN_NULL,selected,3,34,s02;s01;s07,"SpotBugs rule NP_BOOLEAN_RETURN_NULL reports that tools.jackson.databind.valuedeserializer.supportsupdate(deserializationconfig) has boolean return type and returns explicit null. This is consistent with the supplied callee, enclosing method, warning line ([s02], [s01], [s07]) at tools/jackson/databind/ValueDeserializer.java:478. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.875
jackson-databind#0005,jackson-databind,IL_INFINITE_RECURSIVE_LOOP,local_only,2,75,s01;s02,"SpotBugs rule IL_INFINITE_RECURSIVE_LOOP reports that there is an apparent infinite recursive loop in tools.jackson.databind.jsontype.typeresolverprovider._constructstdtyperesolverbuilder(mapperconfig, jsontypeinfo$value, javatype). This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at tools/jackson/databind/jsontype/TypeResolverProvider.java:321. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.0
jackson-databind#0005,jackson-databind,IL_INFINITE_RECURSIVE_LOOP,full,8,837,s01;s02;s03;s04;s05;s06;s07;s08,"SpotBugs rule IL_INFINITE_RECURSIVE_LOOP reports that there is an apparent infinite recursive loop in tools.jackson.databind.jsontype.typeresolverprovider._constructstdtyperesolverbuilder(mapperconfig, jsontypeinfo$value, javatype). This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at tools/jackson/databind/jsontype/TypeResolverProvider.java:321. Across all 8 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.625
jackson-databind#0005,jackson-databind,IL_INFINITE_RECURSIVE_LOOP,selected,3,86,s01;s02;s07,"SpotBugs rule IL_INFINITE_RECURSIVE_LOOP reports that there is an apparent infinite recursive loop in tools.jackson.databind.jsontype.typeresolverprovider._constructstdtyperesolverbuilder(mapperconfig, jsontypeinfo$value, javatype). This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s07]) at tools/jackson/databind/jsontype/TypeResolverProvider.java:321. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.75
jackson-databind#0006,jackson-databind,UR_UNINIT_READ,local_only,2,19200,s01;s02,"SpotBugs rule UR_UNINIT_READ reports that uninitialized read of _unwrappedpropertyhandler in new tools.jackson.databind.deser.bean.beandeserializerbase(beandeserializerbuilder, beandescription$supplier, beanpropertymap, map, set, boolean, set, boolean). This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at tools/jackson/databind/deser/bean/BeanDeserializerBase.java:278. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",2.75
jackson-databind#0006,jackson-databind,UR_UNINIT_READ,full,6,19803,s01;s02;s03;s04;s05;s06,"SpotBugs rule UR_UNINIT_READ reports that uninitialized read of _unwrappedpropertyhandler in new tools.jackson.databind.deser.bean.beandeserializerbase(beandeserializerbuilder, beandescription$supplier, beanpropertymap, map, set, boolean, set, boolean). This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at tools/jackson/databind/deser/bean/BeanDeserializerBase.java:278. Across all 6 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.625
jackson-databind#0006,jackson-databind,UR_UNINIT_READ,selected,3,19217,s01;s02;s06,"SpotBugs rule UR_UNINIT_READ reports that uninitialized read of _unwrappedpropertyhandler in new tools.jackson.databind.deser.bean.beandeserializerbase(beandeserializerbuilder, beandescription$supplier, beanpropertymap, map, set, boolean, set, boolean). This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s06]) at tools/jackson/databind/deser/bean/BeanDeserializerBase.java:278. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.75
jackson-databind#0007,jackson-databind,AT_OPERATION_SEQUENCE_ON_CONCURRENT_ABSTRACTION,local_only,2,41,s01;s02,"SpotBugs rule AT_OPERATION_SEQUENCE_ON_CONCURRENT_ABSTRACTION reports that sequence of calls to java.util.concurrent.concurrenthashmap may not be atomic in tools.jackson.databind.jsontype.impl.simplenameidresolver.idfromclass(databindcontext, class). This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at tools/jackson/databind/jsontype/impl/SimpleNameIdResolver.java:151. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.0
jackson-databind#0007,jackson-databind,AT_OPERATION_SEQUENCE_ON_CONCURRENT_ABSTRACTION,full,8,793,s01;s02;s03;s04;s05;s06;s07;s08,"SpotBugs rule AT_OPERATION_SEQUENCE_ON_CONCURRENT_ABSTRACTION reports that sequence of calls to java.util.concurrent.concurrenthashmap may not be atomic in tools.jackson.databind.jsontype.impl.simplenameidresolver.idfromclass(databindcontext, class). This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at tools/jackson/databind/jsontype/impl/SimpleNameIdResolver.java:151. Across all 8 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.75
jackson-databind#0007,jackson-databind,AT_OPERATION_SEQUENCE_ON_CONCURRENT_ABSTRACTION,selected,3,52,s01;s02;s08,"SpotBugs rule AT_OPERATION_SEQUENCE_ON_CONCURRENT_ABSTRACTION reports that sequence of calls to java.util.concurrent.concurrenthashmap may not be atomic in tools.jackson.databind.jsontype.impl.simplenameidresolver.idfromclass(databindcontext, class). This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s08]) at tools/jackson/databind/jsontype/impl/SimpleNameIdResolver.java:151. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.5
jackson-databind#0008,jackson-databind,HE_EQUALS_NO_HASHCODE,local_only,2,123,s01;s02,"SpotBugs rule HE_EQUALS_NO_HASHCODE reports that tools.jackson.databind.type.simpletype defines equals but not hashcode. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at tools/jackson/databind/type/SimpleType.java:240. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.25
jackson-databind#0008,jackson-databind,HE_EQUALS_NO_HASHCODE,full,10,942,s01;s02;s03;s04;s05;s06;s07;s08;s09;s10,"SpotBugs rule HE_EQUALS_NO_HASHCODE reports that tools.jackson.databind.type.simpletype defines equals but not hashcode. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at tools/jackson/databind/type/SimpleType.java:240. Across all 10 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.75
jackson-databind#0008,jackson-databind,HE_EQUALS_NO_HASHCODE,selected,3,134,s01;s02;s08,"SpotBugs rule HE_EQUALS_NO_HASHCODE reports that tools.jackson.databind.type.simpletype defines equals but not hashcode. This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s08]) at tools/jackson/databind/type/SimpleType.java:240. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.875
jackson-databind#0009,jackson-databind,DM_STRING_CTOR,local_only,2,2081,s01;s02,"SpotBugs rule DM_STRING_CTOR reports that tools.jackson.databind.propertyname.<static initializer for propertyname>() invokes inefficient new string(string) constructor. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at tools/jackson/databind/PropertyName.java:38. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.125
jackson-databind#0009,jackson-databind,DM_STRING_CTOR,full,6,2863,s01;s02;s03;s04;s06;s07,"SpotBugs rule DM_STRING_CTOR reports that tools.jackson.databind.propertyname.<static initializer for propertyname>() invokes inefficient new string(string) constructor. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at tools/jackson/databind/PropertyName.java:38. Across all 6 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.375
jackson-databind#0009,jackson-databind,DM_STRING_CTOR,selected,3,2097,s01;s02;s06,"SpotBugs rule DM_STRING_CTOR reports that tools.jackson.databind.propertyname.<static initializer for propertyname>() invokes inefficient new string(string) constructor. This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s06]) at tools/jackson/databind/PropertyName.java:38. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.375
jackson-databind#0010,jackson-databind,SING_SINGLETON_HAS_NONPRIVATE_CONSTRUCTOR,local_only,2,68,s01;s02,"SpotBugs rule SING_SINGLETON_HAS_NONPRIVATE_CONSTRUCTOR reports that class (tools.jackson.databind.cfg.defaultcacheprovider) using singleton design pattern has non-private constructor. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at tools/jackson/databind/cfg/DefaultCacheProvider.java:55. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.125
jackson-databind#0010,jackson-databind,SING_SINGLETON_HAS_NONPRIVATE_CONSTRUCTOR,full,5,621,s01;s02;s03;s04;s05,"SpotBugs rule SING_SINGLETON_HAS_NONPRIVATE_CONSTRUCTOR reports that class (tools.jackson.databind.cfg.defaultcacheprovider) using singleton design pattern has non-private constructor. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at tools/jackson/databind/cfg/DefaultCacheProvider.java:55. Across all 5 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.5
jackson-databind#0010,jackson-databind,SING_SINGLETON_HAS_NONPRIVATE_CONSTRUCTOR,selected,3,79,s01;s02;s05,"SpotBugs rule SING_SINGLETON_HAS_NONPRIVATE_CONSTRUCTOR reports that class (tools.jackson.databind.cfg.defaultcacheprovider) using singleton design pattern has non-private constructor. This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s05]) at tools/jackson/databind/cfg/DefaultCacheProvider.java:55. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.875
jackson-databind#0011,jackson-databind,SIC_INNER_SHOULD_BE_STATIC_ANON,local_only,2,55,s01;s02,"SpotBugs rule SIC_INNER_SHOULD_BE_STATIC_ANON reports that the class tools.jackson.databind.jsontype.basicpolymorphictypevalidator$builder$3 could be refactored into a named _static_ inner class. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at tools/jackson/databind/jsontype/BasicPolymorphicTypeValidator.java:152. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.125
jackson-databind#0011,jackson-databind,SIC_INNER_SHOULD_BE_STATIC_ANON,full,7,145,s01;s02;s03;s04;s05;s06;s07,"SpotBugs rule SIC_INNER_SHOULD_BE_STATIC_ANON reports that the class tools.jackson.databind.jsontype.basicpolymorphictypevalidator$builder$3 could be refactored into a named _static_ inner class. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at tools/jackson/databind/jsontype/BasicPolymorphicTypeValidator.java:152. Across all 7 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.625
jackson-databind#0011,jackson-databind,SIC_INNER_SHOULD_BE_STATIC_ANON,selected,3,69,s01;s02;s05,"SpotBugs rule SIC_INNER_SHOULD_BE_STATIC_ANON reports that the class tools.jackson.databind.jsontype.basicpolymorphictypevalidator$builder$3 could be refactored into a named _static_ inner class. This is consistent with the supplied callee, enclosing method, warning line ([s01], [s02], [s05]) at tools/jackson/databind/jsontype/BasicPolymorphicTypeValidator.java:152. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.75
jackson-databind#0012,jackson-databind,EI_EXPOSE_REP2,local_only,2,29,s01;s02,"SpotBugs rule EI_EXPOSE_REP2 reports that new tools.jackson.databind.ser.std.simplebeanpropertyfilter$serializeexceptfilter(set) may expose internal representation by storing an externally mutable object into simplebeanpropertyfilter$serializeexceptfilter._propertiestoexclude. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at tools/jackson/databind/ser/std/SimpleBeanPropertyFilter.java:206. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.375
jackson-databind#0012,jackson-databind,EI_EXPOSE_REP2,full,5,568,s01;s02;s03;s04;s05,"SpotBugs rule EI_EXPOSE_REP2 reports that new tools.jackson.databind.ser.std.simplebeanpropertyfilter$serializeexceptfilter(set) may expose internal representation by storing an externally mutable object into simplebeanpropertyfilter$serializeexceptfilter._propertiestoexclude. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at tools/jackson/databind/ser/std/SimpleBeanPropertyFilter.java:206. Across all 5 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.625
jackson-databind#0012,jackson-databind,EI_EXPOSE_REP2,selected,3,40,s02;s01;s05,"SpotBugs rule EI_EXPOSE_REP2 reports that new tools.jackson.databind.ser.std.simplebeanpropertyfilter$serializeexceptfilter(set) may expose internal representation by storing an externally mutable object into simplebeanpropertyfilter$serializeexceptfilter._propertiestoexclude. This is consistent with the supplied callee, enclosing method, warning line ([s02], [s01], [s05]) at tools/jackson/databind/ser/std/SimpleBeanPropertyFilter.java:206. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.75
jackson-databind#0013,jackson-databind,HE_EQUALS_NO_HASHCODE,local_only,2,74,s01;s02,"SpotBugs rule HE_EQUALS_NO_HASHCODE reports that tools.jackson.databind.type.arraytype defines equals but not hashcode. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at tools/jackson/databind/type/ArrayType.java:215. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",2.875
jackson-databind#0013,jackson-databind,HE_EQUALS_NO_HASHCODE,full,10,813,s01;s02;s03;s04;s05;s06;s07;s08;s09;s10,"SpotBugs rule HE_EQUALS_NO_HASHCODE reports that tools.jackson.databind.type.arraytype defines equals but not hashcode. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at tools/jackson/databind/type/ArrayType.java:215. Across all 10 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.5
